#Execute CIs:
# cmd = CI
# number of cores = 8
# bootstrap simulations = 10000
# significance levels = [0.01]
# statistic = Mean
# include statistic in output = true
# invocation sampling = Mean
# files 1 = [all_measurements.csv]
# files 2 = []

/app/request_id_test.go/BenchmarkNewIDFor;;;1.385758e+02;1.367727e+02;1.397727e+02;0.99
/cache/lru/lru_bench_test.go/BenchmarkFilling;;;2.967833e+09;2.948793e+09;2.986624e+09;0.99
/cache/lru/lru_bench_test.go/BenchmarkLookupAndRemove;;;1.530303e+04;1.527752e+04;1.532993e+04;0.99
/cache/lru/lru_bench_test.go/BenchmarkResizeByQuater;;;2.256611e+08;2.237086e+08;2.289867e+08;0.99
/cache/lru/lru_bench_test.go/BenchmarkResizeInHalf;;;3.872010e+08;3.539392e+08;4.378306e+08;0.99
/cache/lru/lru_bench_test.go/BenchmarkResizeInQuater;;;4.191506e+08;3.738081e+08;4.873648e+08;0.99
/types/bench_test.go/BenchmarkHash;;;1.823731e+02;1.813881e+02;1.833582e+02;0.99
/types/bench_test.go/BenchmarkHashStr;;;1.635507e+03;1.633522e+03;1.637493e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkKetama;;;2.189985e+03;2.185478e+03;2.196030e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkLegacyKetama;;;2.237485e+03;2.232121e+03;2.246076e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkRandom;;;2.162576e+03;2.158833e+03;2.165545e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkRendezvous;;;2.343758e+03;2.338439e+03;2.348167e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkUnweightedRandom;;;2.161652e+03;2.157576e+03;2.165606e+03;0.99
/upstream/balancing/bench_test.go/BenchmarkUnweightedRoundRobin;;;2.127636e+03;2.123348e+03;2.130788e+03;0.99
/utils/throttle/throttled_writer_bench_test.go/BenchmarkThrottledWriter;;;4.034183e+09;4.031062e+09;4.037165e+09;0.99
/utils/throttle/throttled_writer_bench_test.go/BenchmarkThrottledWriterWithReadFrom;;;4.039965e+09;4.039200e+09;4.040760e+09;0.99
/utils/throttle/timers_test.go/BenchmarkParallelSleepWithPooledTimer;;;6.257865e+07;6.252384e+07;6.262985e+07;0.99
/utils/throttle/timers_test.go/BenchmarkParallelSleepWithSTD;;;6.186672e+07;6.180583e+07;6.194124e+07;0.99
bench_test.go/BenchmarkDispatcher10000Workers;;;3.929065e+03;3.917581e+03;3.941290e+03;0.99
bench_test.go/BenchmarkDispatcher1000Workers;;;3.864645e+03;3.850484e+03;3.876032e+03;0.99
bench_test.go/BenchmarkDispatcher100Workers;;;4.063516e+03;4.049516e+03;4.080258e+03;0.99
bench_test.go/BenchmarkDispatcher10Workers;;;1.250977e+04;1.244594e+04;1.255645e+04;0.99
bench_test.go/BenchmarkDispatcher1Worker;;;4.577716e+04;4.571487e+04;4.587003e+04;0.99
bench_test.go/BenchmarkEchoInt10000Workers;;;1.779355e+03;1.774645e+03;1.783452e+03;0.99
bench_test.go/BenchmarkEchoInt1000Workers;;;2.079097e+03;2.073806e+03;2.083742e+03;0.99
bench_test.go/BenchmarkEchoInt100Workers;;;3.752548e+03;3.741258e+03;3.762097e+03;0.99
bench_test.go/BenchmarkEchoInt10Workers;;;8.388968e+03;8.368645e+03;8.407871e+03;0.99
bench_test.go/BenchmarkEchoInt1Worker;;;6.157929e+04;6.113181e+04;6.177181e+04;0.99
bench_test.go/BenchmarkEchoIntNocompress10000Workers;;;1.671367e+03;1.667600e+03;1.676433e+03;0.99
bench_test.go/BenchmarkEchoIntNocompress1000Workers;;;1.603867e+03;1.599867e+03;1.608567e+03;0.99
bench_test.go/BenchmarkEchoIntNocompress100Workers;;;2.483133e+03;2.477500e+03;2.488100e+03;0.99
bench_test.go/BenchmarkEchoIntNocompress10Workers;;;6.088067e+03;6.070967e+03;6.101667e+03;0.99
bench_test.go/BenchmarkEchoIntNocompress1Worker;;;4.492163e+04;4.480157e+04;4.503223e+04;0.99
bench_test.go/BenchmarkEchoIntUnix10000Workers;;;1.665100e+03;1.661133e+03;1.668467e+03;0.99
bench_test.go/BenchmarkEchoIntUnix1000Workers;;;1.555484e+03;1.550871e+03;1.561774e+03;0.99
bench_test.go/BenchmarkEchoIntUnix100Workers;;;2.319871e+03;2.309839e+03;2.331710e+03;0.99
bench_test.go/BenchmarkEchoIntUnix10Workers;;;5.151645e+03;5.135516e+03;5.161613e+03;0.99
bench_test.go/BenchmarkEchoIntUnix1Worker;;;3.333026e+04;3.327206e+04;3.339887e+04;0.99
bench_test.go/BenchmarkEchoNil10000Workers;;;1.385677e+03;1.379645e+03;1.389548e+03;0.99
bench_test.go/BenchmarkEchoNil1000Workers;;;1.437484e+03;1.432097e+03;1.442290e+03;0.99
bench_test.go/BenchmarkEchoNil100Workers;;;2.519065e+03;2.512194e+03;2.525258e+03;0.99
bench_test.go/BenchmarkEchoNil10Workers;;;5.679742e+03;5.659968e+03;5.708290e+03;0.99
bench_test.go/BenchmarkEchoNil1Worker;;;4.100894e+04;4.088742e+04;4.111061e+04;0.99
bench_test.go/BenchmarkEchoNilNocompress10000Workers;;;1.363903e+03;1.357774e+03;1.367355e+03;0.99
bench_test.go/BenchmarkEchoNilNocompress1000Workers;;;1.262935e+03;1.259129e+03;1.268194e+03;0.99
bench_test.go/BenchmarkEchoNilNocompress100Workers;;;2.009613e+03;2.003774e+03;2.015742e+03;0.99
bench_test.go/BenchmarkEchoNilNocompress10Workers;;;5.329387e+03;5.314581e+03;5.366613e+03;0.99
bench_test.go/BenchmarkEchoNilNocompress1Worker;;;3.808623e+04;3.795958e+04;3.827565e+04;0.99
bench_test.go/BenchmarkEchoNilUnix10000Workers;;;1.356355e+03;1.352968e+03;1.360581e+03;0.99
bench_test.go/BenchmarkEchoNilUnix1000Workers;;;1.221129e+03;1.216355e+03;1.226548e+03;0.99
bench_test.go/BenchmarkEchoNilUnix100Workers;;;1.900839e+03;1.888839e+03;1.912258e+03;0.99
bench_test.go/BenchmarkEchoNilUnix10Workers;;;4.651323e+03;4.633871e+03;4.669871e+03;0.99
bench_test.go/BenchmarkEchoNilUnix1Worker;;;2.791513e+04;2.782142e+04;2.801200e+04;0.99
bench_test.go/BenchmarkEchoString10000Workers;;;1.920567e+03;1.914367e+03;1.925933e+03;0.99
bench_test.go/BenchmarkEchoString1000Workers;;;2.171000e+03;2.168267e+03;2.175433e+03;0.99
bench_test.go/BenchmarkEchoString100Workers;;;4.148367e+03;4.136933e+03;4.162167e+03;0.99
bench_test.go/BenchmarkEchoString10Workers;;;8.983100e+03;8.967033e+03;9.009600e+03;0.99
bench_test.go/BenchmarkEchoString1Worker;;;6.555353e+04;6.507773e+04;6.634267e+04;0.99
bench_test.go/BenchmarkEchoStringNocompress10000Workers;;;1.835467e+03;1.831167e+03;1.839067e+03;0.99
bench_test.go/BenchmarkEchoStringNocompress1000Workers;;;1.751633e+03;1.745733e+03;1.756967e+03;0.99
bench_test.go/BenchmarkEchoStringNocompress100Workers;;;2.626033e+03;2.618833e+03;2.637700e+03;0.99
bench_test.go/BenchmarkEchoStringNocompress10Workers;;;6.251133e+03;6.234967e+03;6.263133e+03;0.99
bench_test.go/BenchmarkEchoStringNocompress1Worker;;;4.090740e+04;4.047463e+04;4.129367e+04;0.99
bench_test.go/BenchmarkEchoStringUnix10000Workers;;;1.830100e+03;1.825267e+03;1.834200e+03;0.99
bench_test.go/BenchmarkEchoStringUnix1000Workers;;;1.693567e+03;1.689033e+03;1.701100e+03;0.99
bench_test.go/BenchmarkEchoStringUnix100Workers;;;2.418067e+03;2.408100e+03;2.427600e+03;0.99
bench_test.go/BenchmarkEchoStringUnix10Workers;;;5.291233e+03;5.267233e+03;5.326633e+03;0.99
bench_test.go/BenchmarkEchoStringUnix1Worker;;;3.268283e+04;3.203090e+04;3.309030e+04;0.99
bench_test.go/BenchmarkEchoStruct10000Workers;;;2.498533e+03;2.488300e+03;2.509900e+03;0.99
bench_test.go/BenchmarkEchoStruct1000Workers;;;2.843467e+03;2.836833e+03;2.852267e+03;0.99
bench_test.go/BenchmarkEchoStruct100Workers;;;5.372100e+03;5.362667e+03;5.385700e+03;0.99
bench_test.go/BenchmarkEchoStruct10Workers;;;1.076600e+04;1.074113e+04;1.079813e+04;0.99
bench_test.go/BenchmarkEchoStruct1Worker;;;8.341190e+04;8.328360e+04;8.349397e+04;0.99
bench_test.go/BenchmarkEchoStructNocompress10000Workers;;;2.242567e+03;2.236700e+03;2.249133e+03;0.99
bench_test.go/BenchmarkEchoStructNocompress1000Workers;;;2.139300e+03;2.132033e+03;2.144700e+03;0.99
bench_test.go/BenchmarkEchoStructNocompress100Workers;;;3.002667e+03;2.996833e+03;3.009467e+03;0.99
bench_test.go/BenchmarkEchoStructNocompress10Workers;;;6.716700e+03;6.695000e+03;6.748033e+03;0.99
bench_test.go/BenchmarkEchoStructNocompress1Worker;;;5.115633e+04;5.076637e+04;5.155433e+04;0.99
bench_test.go/BenchmarkEchoStructUnix10000Workers;;;2.236367e+03;2.230367e+03;2.241500e+03;0.99
bench_test.go/BenchmarkEchoStructUnix1000Workers;;;2.068200e+03;2.062367e+03;2.075967e+03;0.99
bench_test.go/BenchmarkEchoStructUnix100Workers;;;2.746000e+03;2.735500e+03;2.757167e+03;0.99
bench_test.go/BenchmarkEchoStructUnix10Workers;;;5.732433e+03;5.720133e+03;5.747767e+03;0.99
bench_test.go/BenchmarkEchoStructUnix1Worker;;;3.062427e+04;3.052793e+04;3.075427e+04;0.99
bench_test.go/BenchmarkGorpcByteSlice;;;4.773710e+03;4.727516e+03;4.818065e+03;0.99
bench_test.go/BenchmarkGorpcInt;;;4.201065e+03;4.175903e+03;4.243161e+03;0.99
bench_test.go/BenchmarkGorpcStruct;;;1.128745e+04;1.124055e+04;1.132526e+04;0.99
bench_test.go/BenchmarkNetrpcByteSlice;;;1.033519e+04;1.029387e+04;1.036952e+04;0.99
bench_test.go/BenchmarkNetrpcInt;;;1.013387e+04;1.008516e+04;1.016287e+04;0.99
bench_test.go/BenchmarkNetrpcStruct;;;1.445432e+04;1.441426e+04;1.450103e+04;0.99
