project_name,function,executions,mean,cv,rciw95,rciw99,rciw99mjhd,rmad,rmadhd
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithFloat64,5,1925.8,0.43039496905394325,0.7373559040398701,0.9242912036556213,1.6734509279710836,0.6552926310326933,0.6312168862240926
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithFunction,5,3770.8,0.2985071987961219,0.4455288002545927,0.5569110003182348,1.0817180903660815,0.3827961803713528,0.3174385583928444
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithFunctionInt,5,3811.2,0.40707675635064544,0.6139798488665011,0.8238874895046084,1.3973392995580776,0.14219077771939045,0.2811739352408705
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithFunctionString,5,3808.2,0.20032804078315897,0.3203613255606275,0.39913870069849994,0.7277641395683915,0.23679797847203995,0.26879535301384133
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithInt,5,2044.4,0.43420741579284183,0.5967521033065847,0.6945803169634256,1.764822718406254,0.44041186523437503,0.6435900281172174
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithInt16,5,2041.0,1.0928323382261373,1.205291523762857,1.558059774620282,3.8961152116050917,1.2385962726826878,1.0486890827681674
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithInt32,5,2045.4,0.4171453800274087,0.6942407353084882,0.8409113131905651,1.6450039779547805,0.6171793255131965,0.6063457495739648
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithInt64,5,1913.4,0.43192126082145677,0.6376084456987585,0.8048500052263035,1.677790342181651,0.5657899634082593,0.6376953141206547
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithInt8,5,2031.0,0.6257146739113163,1.1225997045790228,1.3687838503200371,2.3406943553450787,0.9765352854330709,0.8447762460931867
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntArray0,5,2783.2,0.7404516662428752,1.2431733256682924,1.5449841908594424,3.049410314905872,0.7758825806451614,1.1043414726228158
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntArray1,5,3818.2,0.44384726131297175,0.5133308889005267,0.675711068042538,1.5910591249339647,0.61438435944459,0.5050959322796027
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntArray10,5,13881.2,0.43747252225359656,0.6310693599976842,0.8385442180791258,1.5225333298638075,0.10415282909930715,0.24546782330476893
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntArray3,5,5862.0,0.3749106273598756,0.549300580006836,0.6687137495735368,1.538450962874214,0.3083108870278585,0.5483335063690185
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadic0,5,1787.4,0.40071622646234717,0.5930401700794525,0.7273134161351683,1.4919695966732724,0.505301680672269,0.5040106380401238
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadic1,5,4026.8,0.4516032279730669,0.7897089500347716,1.0430118208006358,1.5177714895548284,0.22409031055900624,0.4426654003829118
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadic10,5,5660.6,0.3933605424521041,0.6041762357347246,0.7207716496484503,1.5668791267018405,0.41498940010617585,0.5706501713623356
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadic3,5,3219.0,0.4321350650277588,0.6896551724137875,0.7704255980117964,1.7780679688350474,0.6716451753025132,0.7034552580922687
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadicArray0,5,2998.6,0.5375279319271337,0.7203361568732197,0.9404388714733634,2.0207181239402945,0.6621020020020021,0.705110634208624
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadicArray1,5,4077.8,0.23674566454749466,0.3384177742900628,0.4512236990534133,0.8071756967201837,0.13267420936504046,0.20614283459940413
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadicArray10,5,14126.8,0.13065988454457622,0.21944106237789168,0.283149757906957,0.5070330164377966,0.21700225728842346,0.19575857596118162
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithIntVariadicArray3,5,6105.0,0.2937005909425243,0.48484848484849086,0.5896805896805897,1.0860415067764957,0.38419153014416774,0.36555304887728823
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithMap,5,4074.0,0.17005898945202524,0.2552773686794216,0.3338242513500223,0.678894751977517,0.26560888343558287,0.2523699269406413
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithMapVariadic,5,6885.6,0.27432831307348887,0.35726734053676446,0.46473800395027304,1.0289425187783212,0.4195788922808548,0.37428308062946286
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithMapVariadicArray,5,9191.0,0.18335653950987615,0.2393645958002394,0.29594168208030386,0.6568160012025891,0.23537157768837666,0.20497284929260678
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithString,5,1910.0,0.3829512784902564,0.5759162303664921,0.6596858638743408,1.5348491092465748,0.6618180817610063,0.5959213072447904
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringInt,5,2406.4,1.3493179081221043,1.4378324468085069,1.720412234042557,4.717977803131874,0.6773192740926158,1.0870245049002787
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadic0,5,2152.6,1.2328649567225276,1.8675090588126115,2.4063922698132365,4.350940550746977,0.5055376926669781,0.8444293014744211
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadic1,5,4387.8,0.4225157885267776,0.5652035188477182,0.6700396554081689,1.496257742971913,0.4108237303575496,0.3414010942028463
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadic10,5,5896.2,0.27305195614121786,0.2849292764831463,0.32902547403413296,0.9536239246353974,0.1834502033898305,0.1783592190105121
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadic3,5,3511.6,2.242067956593928,3.337509966966633,4.362683676956381,7.9983059549062085,0.3117385368663595,1.4428169757463574
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadicArray0,5,3321.6,0.14840748487314834,0.21676300578034133,0.2589113680154252,0.5738523035162335,0.21727515808491418,0.21724299930436047
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadicArray1,5,4393.2,0.22898618483036134,0.36419921697168356,0.4552490212146044,0.8282016246730367,0.24632594446973147,0.27538001427217845
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadicArray10,5,14408.2,0.19242819770496733,0.2637387043489124,0.31232214988686996,0.6780872336510455,0.10022512674491284,0.15188913329817147
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithStringIntVariadicArray3,5,6447.6,0.4146619496358587,0.4994106334139807,0.6420993858179731,1.685353937925116,0.3363966433566434,0.5912689293312342
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithUint,5,2051.6,0.24996844228812798,0.39968804835250765,0.5069214271787917,0.865068375049181,0.26386060458313015,0.2746063120339848
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithUint16,5,2038.8,0.6246702167915624,1.0594467333725677,1.3439278006670636,2.278360833953563,0.6208205014749263,0.68463672901785
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithUint32,5,2049.6,0.47878885344836436,0.7708821233411487,0.9855581576892964,2.0084042770245887,0.7915818137493905,0.7964685567639341
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithUint64,5,2054.4,0.5987347399410029,0.9735202492211837,1.2071651090342768,2.1278530382682295,0.44019692532942906,0.5315463942641738
robertkrimen/otto,call_test.go/BenchmarkNativeCallWithUint8,5,2023.2,0.43004026757920527,0.7117437722419974,0.8303677342823227,1.6442164952674008,0.44651658415841594,0.5550805488423485
robertkrimen/otto,json_test.go/BenchmarkJSON_parse,5,79969.8,0.1861742503771592,0.3043648977488929,0.36213670660673314,0.6889346497396757,0.09013776045570379,0.19176975978561384
robertkrimen/otto,otto_test.go/BenchmarkClone,5,280423.4,0.26555702090257594,0.3734353124596633,0.4628001800135039,0.9963028765538537,0.38159759104480806,0.38146511283563606
robertkrimen/otto,otto_test.go/BenchmarkNew,5,193841.4,0.2320558443408972,0.22286260829729876,0.24164084658901255,0.8076084209883884,0.01956163061495324,0.1198433719944544
robertkrimen/otto,string_test.go/BenchmarkString_match,5,19047.2,0.42409755799515164,0.6058633289932455,0.7875173253811584,1.4732656667026331,0.3693272770224159,0.4872031149249354
robertkrimen/otto,string_test.go/BenchmarkString_replace,5,20250.6,0.21899903666431736,0.35258214571420826,0.39208714803510913,0.9362257968133447,0.347491618097402,0.36340473001892426
robertkrimen/otto,string_test.go/BenchmarkString_search,5,15351.2,0.243318933345745,0.32701026629839297,0.41951117827922,0.8748889157991907,0.223040365718748,0.24961055891573647
robertkrimen/otto,string_test.go/BenchmarkString_splitWithRegex,5,32725.4,0.09009483125758494,0.1472862058217798,0.18823299333239177,0.3112842444645877,0.0551137148269225,0.07753509724662509
robertkrimen/otto,string_test.go/BenchmarkString_splitWithString,5,16127.2,0.14081197629675749,0.22942606280073416,0.2765514162408872,0.5455361530739833,0.13430403275840674,0.18647859068377964
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkBSF,5,2.874,0.19057848208251718,0.2783576896311763,0.3479471120389626,0.8563367588127625,0.0,0.27186013740920306
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPOPCNTQ,5,2.87,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcntAsm,5,2.87,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcntGo,5,0.48,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcntSlice,5,97.8,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcntSliceAsm,5,95.4,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcntSliceGo,5,140.2,0.3189825930812824,0.2853067047075647,0.2853067047075647,1.1228198385717525,0.0,0.14055795881446764
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkPopcount,5,0.48,0.0,0.0,0.0,0.0,0.0,0.0
pilosa/pilosa,/roaring/assembly_test.go/BenchmarkTrailingZeroN,5,4.87,0.14519646430934957,0.24640657084189846,0.3285420944558525,0.48244719039219275,0.0,0.11742194229979466
pilosa/pilosa,/roaring/roaring_test.go/BenchmarkBitmap_IntersectionCount_ArrayBitmap,5,349.0,0.3509297625763865,0.5730659025787965,0.744985673352442,1.2767610384439059,0.5168845272206304,0.35697541422495055
pilosa/pilosa,fragment_test.go/BenchmarkFragment_IntersectionCount,5,9007.8,0.028735493917593165,0.04440595927973534,0.05772774706366403,0.09823957451969105,0.020028055956478295,0.024842606962390962
tendermint/go-merkle,/benchmarks/bench_test.go/BenchmarkLevelDBBatchSizes,5,10073170.0,139.9246273374757,201.44295787721248,224.1867892629629,475.4645934973693,179.712280797699,189.28432027765655
tendermint/go-merkle,/benchmarks/bench_test.go/BenchmarkMedium,5,720649.0,218.70021519259936,294.6287304915431,296.17553066749554,1334.3372184568648,173.279796174279,316.2655702387398
tendermint/go-merkle,/benchmarks/bench_test.go/BenchmarkMemKeySizes,5,723752.4,218.79424950441327,294.7353542454574,296.343528532686,1336.7600859930012,173.41622223211425,316.8101464783456
tendermint/go-merkle,/benchmarks/bench_test.go/BenchmarkRandomBytes,5,695.26,167.4426509277958,159.4453873371113,232.20377988090783,692.0915822400456,91.55780433962265,179.06046967204546
tendermint/go-merkle,/benchmarks/bench_test.go/BenchmarkSmall,5,554913.6,219.78065467774192,296.197426049749,297.14564573656156,1365.1825277997682,172.99814699714014,323.43989842333167
tendermint/go-merkle,iavl_test.go/BenchmarkImmutableAvlTreeMemDB,5,107604.8,0.20609207551440062,0.30184527084292556,0.3979376384696566,0.7680016951416254,0.24307843820569291,0.28680359308355324
mdlayher/waveform,waveform_bench_test.go/BenchmarkGenerateFLAC,5,59581450.0,0.05228947253596668,0.08662091976613526,0.11359240166192665,0.19227664867015679,0.05557119009371109,0.06965388540711925
mdlayher/waveform,waveform_bench_test.go/BenchmarkGenerateWAV,5,50300150.0,0.08227061833045614,0.08316078580282564,0.0934589658281337,0.2864243915645677,0.032522233417111385,0.0494899988776986
mdlayher/waveform,waveform_bench_test.go/BenchmarkRMSF64Samples176400,5,12549780.0,0.09330885041982291,0.16255265032534436,0.19211492153647314,0.33838626184396103,0.08497487866928762,0.09510416591971596
mdlayher/waveform,waveform_bench_test.go/BenchmarkRMSF64Samples22050,5,1566826.0,0.13905172362392634,0.20710659639296258,0.27195106540228464,0.533731901605291,0.27050820846643536,0.1900546054645272
mdlayher/waveform,waveform_bench_test.go/BenchmarkRMSF64Samples44100,5,3139988.0,0.07252380880606445,0.12353550395733998,0.1570706639643209,0.25158700356578717,0.04286494579966517,0.06819960350353119
mdlayher/waveform,waveform_bench_test.go/BenchmarkRMSF64Samples88200,5,6275854.0,0.09832228590115535,0.10749134699436921,0.13002214519330757,0.3467330005829296,0.06144306549414035,0.08437554018769838
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformComputeFLAC,5,59611520.0,0.37931387947442646,0.6397085663979043,0.7604905897383594,1.3941477806573632,0.021607278286231872,0.31282637142475295
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformComputeWAV,5,50101500.0,0.018622745117313575,0.028581978583475543,0.034829296528048066,0.07576429405194836,0.011328519409767254,0.025700064147554554
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformDraw120,5,917611.2,0.24770720380136646,0.3999515263109256,0.5025222011239568,0.872320949005163,0.2081895464248821,0.21456337514583007
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformDraw240,5,1849630.0,0.3721193691619913,0.5790347258640918,0.7003562874737109,1.3546047001748325,0.06491792368489631,0.30965483202117744
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformDraw480,5,3751132.0,0.39936576799021833,0.5162175044759821,0.6461782736517936,1.540669789088989,0.39783173386068393,0.5321044577088817
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformDraw60,5,467805.8,3.384725770071675,4.627604018590623,4.758598546661885,12.007894166813598,0.2557944920002085,1.7251571519907356
mdlayher/waveform,waveform_bench_test.go/BenchmarkWaveformDraw960,5,7602425.0,0.21907329149089563,0.3542948467100958,0.4728228164039764,0.7578042447569094,0.1641531868398162,0.23033153923653527
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkForwardSeek,5,1575.4,0.4456897215067147,0.6474546147010312,0.8632728196013797,1.5487633740315896,0.11431730038022814,0.27327901243232006
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkForwardSeekReusedIterator,5,1128.4,0.31706033002478407,0.4608294930875616,0.5140021269053486,1.2035754630515432,0.4801935226264419,0.44339651004105757
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkLookup16,5,203.8,0.5375098699756291,0.5888125613346362,0.7850834151128668,1.8025096776340253,0.0,0.3773135688279731
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkLookup256,5,302.6,1.4136979270460963,2.4454725710509035,2.643754130865829,5.8993783466907255,0.5914514754098361,1.9430802188422858
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkLookup65536,5,1456.6,0.9128529528268385,1.2357544967733078,1.6202114513249974,3.6562414013641424,1.2423739669421487,1.3964147756736427
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkRandomSeek,5,3522.4,0.8758589612828133,1.2548262548262625,1.4365205541676105,3.0844550246538702,0.5135004269854826,0.6503032839275606
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkSet16,5,3829.2,1.5646637726941626,2.6689647968243975,3.368849890316515,5.98167330662088,1.2803898264984226,1.924979135614155
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkSet256,5,3871.2,2.0127584603223303,2.924157883860297,4.06075635461873,7.35993180780247,2.599586001029336,2.6372644579403164
ryszard/goskiplist,/skiplist/skiplist_test.go/BenchmarkSet65536,5,3899.0,2.4660406009872005,3.7445498845857914,4.6935111567068475,9.609345286516131,3.26123166322314,3.4591785173529668
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_Decode,5,9881.8,0.11094715597292595,0.16393774413569115,0.2104879677791606,0.39596238280684115,0.10955022267206478,0.13269635806648733
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeBasic,5,16794.0,0.10483992414945226,0.11432654519471673,0.1488626890556151,0.3735109254538026,0.06447585631738846,0.08886926543333937
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeEmbedded,5,15260.2,0.23733240149909976,0.34468748771312663,0.4573989855965142,0.8290772297974546,0.13011932459016393,0.1473179533268994
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeMap,5,6619.6,0.18365614738569258,0.22659979454951962,0.30213305939935947,0.6349339548741171,0.10898214771182602,0.1956008759317532
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeMapOfStruct,5,28029.8,0.5982004396518321,0.8490963189177234,1.0831329513589187,2.1682896850962114,0.5352707743457744,0.609291990418193
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeMetadata,5,4665.2,2.1489043510072565,3.039526708394071,3.5282517362599757,9.091418528091824,1.0694464535253019,3.100924676971245
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeMetadataEmbedded,5,14643.4,0.0904167791232287,0.09833781771992595,0.12701968122157672,0.3141601865497984,0.061584289225727167,0.07614875860535811
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeSlice,5,5357.0,0.12865455247424137,0.18293821168563137,0.20907224192644797,0.4484306227390926,0.06732326926665422,0.09146746249353192
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeSliceOfStruct,5,26070.6,0.37228997393504165,0.540839106119537,0.6796928340736337,1.5963620173243493,0.21494306415036324,0.5553112878383195
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeTagged,5,3675.6,0.6335655570252451,0.6148656001741312,0.6856023506366258,2.2157102782026463,0.1476208674304419,0.3533605234562409
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeTypeConversion,5,60537.8,0.07896515159463585,0.13677404861095532,0.16254307226229142,0.308378173343611,0.11326893372329352,0.11654079512759079
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeViaJSON,5,9339.4,0.17733478285088408,0.27410754438186996,0.3619076171916748,0.6018888872583671,0.09655962958997967,0.1822029083154084
mitchellh/mapstructure,mapstructure_benchmark_test.go/Benchmark_DecodeWeaklyTypedInput,5,5259.0,0.052074782040803014,0.07606008746910059,0.09507510933637574,0.19143312845737698,0.06860342270393611,0.06687719801899208
syndtr/goleveldb,/leveldb/bench_test.go/BenchmarkDBGet,5,6390.6,0.526200510201967,0.835602290864716,1.0609332457046172,2.166471947870746,0.8748707290362954,0.8261022466173521
syndtr/goleveldb,/leveldb/bench_test.go/BenchmarkDBGetRandom,5,11234.8,0.39842905697386605,0.756577776195393,0.9007725994232111,1.412539242515309,0.4172413664264745,0.4941218906072348
